Title,Describe,Price,Area,Location,Detail
"CHÍNH CHỦ BÁN NHÀ MT XUÂN THỦY, TP QUY NHƠN, BÌNH ĐỊNH THUẬN TIỆN KINH DOANH. MTG","Chính chủ cần bán nhà mặt tiền đường Xuân Thủy, TP Quy Nhơn, Bình Định.

Nhà xây ở diện tích 42m2, hướng Đông Nam.

Nhà gồm 2 phòng ngủ, 2 nhà vsinh, sân thượng phơi đồ, trồng rau. Thích hợp cho vc trẻ. 

Khu sầm uất, đông đúc, gần chợ, gần trường học, gần siêu thị. Thuận tiện mua bán kinh doanh.  

Giá 3,9 tỷ. Sổ đỏ chính chủ. Để lại nội thất khách mua chỉ việc đến ở.

Liên hệ 0988.899.421(chính chủ) - Miễn trung gian.
","Giá:   3,9 tỷ ",Diện tích:   42 m2,"Địa chỉ tài sản: Đường Xuân Thủy, Phường Quang Trung, Thành phố Quy Nhơn, Bình Định",Mã tin10901020HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSNhà mặt tiềnPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang---Số lầu---Chổ để xe hơi---Chiều dài---Số phòng ngủ2Chính chủ
BOOKING CĂN HỘ HOMECATION SỐNG CHUẨN 5* THE SAILING QUY NHƠN - 100% VIEW BIỂN- CK 21%,None,"Giá:   1,7 tỷ ",Diện tích:   52 m2,"Địa chỉ tài sản: Đường Lê Duẩn, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Bình Định",Mã tin10871832Hướng_Phòng ănLoại tinCần bánĐường trước nhà---Nhà bếpLoại BDSCăn hộ chung cưPháp lý---Sân thượngChiều ngang---Số lầu41Chổ để xe hơiChiều dài---Số phòng ngủ1Chính chủ---Thuộc dự ánCăn hộ chung cư I-Tower Quy Nhơn (xem chi tiết dự án)
Bán lô đất mặt tiền đường Sư Đoàn 3 Sao Vàng ngang 5.4m  và lô TVSMT giá 2ty500 triệu,"+ Bán lô đất mặt tiền đường Sư Đoàn 3 Sao Vàng
Diện tích 97m2
Ngang hơn 5.4m
  Hướng đông nam
Sổ đỏ chinh chủ
Đất sạch đep vuông vắn
Giá 3ty700 triệu 
 + Bán lô đất khu tiểu vệ sinh môi trường 
Qua cầu Lê Thanh Nghị rẻ phải là tới 
  Diện tích 60m2 ngang 4m
  Hướng tây nam
  Sổ đỏ chính chủ 
  Giá 2ty500 triệu 
  Đất sạch đẹp vuông vắn 
  Vị trí dep ngay ngã tư sát sông và công vien thoáng mát","Giá:   3,7 tỷ ",Diện tích:   97 m2,"Địa chỉ tài sản: Đường Sư đoàn 3 Sao Vàng, Phường Nhơn Bình, Thành phố Quy Nhơn, Bình Định","Mã tin11016241HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà24mNhà bếp---Loại BDSĐất thổ cư, đất ởPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang5,4mSố lầu---Chổ để xe hơi---Chiều dài18mSố phòng ngủ---Chính chủ---"
Bán lô đất chính chủ nằm trục đường bê tông lớn,"Bán lô đất kp trung hóa, tam quan nam. Nằm trục đường bê tông lớn 2 xe oto đi lọt. Diện tích 445m² có 300m² thổ cư tặng kèm cây ăn trái. Gần chợ, gần trường, gần cty may Khánh Toàn. Từ đường chính chạy vô 20m.","Giá:   1,75 tỷ ",Diện tích:   445 m2,"Địa chỉ tài sản: Xã Tam Quan Nam, Huyện Hoài Nhơn, Bình Định","Mã tin10936856HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà3,5mNhà bếp---Loại BDSĐất thổ cư, đất ởPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang11mSố lầu---Chổ để xe hơi---Chiều dài40mSố phòng ngủ---Chính chủ---"
SỞ HỮU ĐẤT NỀN VEN BIỂN QUY NHƠN CHỈ VỚI 1 TỶ.,"ĐẤT NỀN VEN BIỂN SIÊU RẼ TẠI TP QUY NHƠN

--- - -VỊ TRÍ ĐẮC ĐỊA -——
Nằm ngay khu du lịch Biển Kỳ Co - Eo Gió - Bãi San Hô - một trong những địa điểm thu hút khách du lịch bậc nhất Quy Nhơn.
☘️☘️☘️Ngay QL 19B kết nối đến Sân Bay Phù Cát chỉ 20 phút. Năm 2019, dự kiến Viet Nam airlines, Vietjet, Bamboo triển khai các đường bay quốc tế, kết nối các nước trong khu vực.
Ngay bên cạnh Khu phức hợp FLC rộng 1.300 ha với nhiều tiện ích, du lịch, nghĩ dưỡng.
Vị trí đắc địa, thích hợp cho khai thác du lịch và nghĩ dưỡng, giá trị tăng nhờ sự phát triển DL Biển Quy Nhơn.
================================
:golf: DIỆN TÍCH ĐA DẠNG :
❇️5m x 16m. Nhà Phố.
❇️7x18m. Shophouse TM.
===================
Pháp lý minh bạch - rõ ràng.
Đã có Sổ đỏ riêng từng nền, sở hữu vĩnh viễn, xây dựng tự do.
 Không giới hạn thời gian xây dựng. Đất thổ cư 100%.
Thanh toán linh hoạt.
================================",Giá:   1 tỷ ,Diện tích:   80 m2,"Địa chỉ tài sản: Phân khu 9 Quốc Lộ 19B, Xã Nhơn Hội, Thành phố Quy Nhơn, Bình Định","Mã tin10478193Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà18mNhà bếp---Loại BDSĐất nền, liền kề, đất dự ánPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang5mSố lầu---Chổ để xe hơi---Chiều dài16mSố phòng ngủ---Chính chủ---Thuộc dự ánKhu đô thị mới Nhơn Hội New City (xem chi tiết dự án)"
BOOKING CĂN HỘ THE SAILING QUY NHƠN UY TÍN CHUYÊN NGHIỆP!!,"☘☘THE SAILING QUY NHƠN - CĂN HỘ SÁT BIỂN SỞ HỮU VĨNH VIỄN CỰC HIẾM DUY NHẤT TẠI THÀNH PHỐ BIỂN QUY NHƠN☘️☘️

👉 Tọa lạc tại 3 mặt tiền trọng điểm của trung tâm thành phố Quy Nhơn: đường Lê Duẩn, Nguyễn Tư, Vũ Bảo
👉 Chỉ từ 1,7 tỷ/căn view trực diện hướng biển, sinh khí, phong thuỷ tốt.
👉 Chủ đầu tư: Công ty CP Đầu Tư Phát Triển Bất Động Sản Đô Thành
👉 Nhà thầu xây dựng: Vinaconex 2
👉 Quản lý & vận hành: Tập đoàn Wyndham
👉 Diện tích: 10.748m2
👉 Quy mô: 2 toà tháp
   ❤ Tòa tháp Wyndham Sailing Bay Resort Quy Nhơn 36 tầng. 
   ❤Tòa tháp The Sailing 41 tầng
👉 02 tầng hầm
👉 Khối đế từ tầng 1-5 là khu thương mại, dịch vụ, shophouse, nhà hàng, cafe, gym, spa...
👉 Mẫu căn hộ: 1PN - 2PN - 3PN - Penthouse
👉 Pháp lý: Sổ hồng sở hữu vĩnh 
👉 Chỉ cần thanh toán trước 10% ký HĐMB, thanh toán 15 đợt, mỗi đợt chỉ 5%, ngân hàng hỗ trợ 70%, ân hạn 24 tháng lãi suất 0%
👉 Gói chính sách chia sẻ lợi nhuận đến 80% với đơn vị vận hành hàng đầu thế giới về du lịch và lữ hành WYNDHAM HOTELS AND RESORTS
The Sailing Quy Nhơn là dự án có vị trí đẹp nhất, quy mô lớn nhất, và chất lượng bàn giao cao cấp nhất Quy Nhơn
👉 Booking Căn hộ - Khi khách không có nhu cầu mua sẽ hoàn tiền lại cho khách. 
👉 Booking 50 triệu/suất ưu tiên","Giá:   1,7 tỷ ",Diện tích:   52 m2,"Địa chỉ tài sản: Đường Lê Duẩn, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Bình Định",Mã tin10911726Hướng_Phòng ănLoại tinCần bánĐường trước nhà---Nhà bếpLoại BDSCăn hộ chung cưPháp lý---Sân thượngChiều ngang---Số lầu41Chổ để xe hơiChiều dài---Số phòng ngủ1Chính chủ---Thuộc dự ánCăn hộ chung cư I-Tower Quy Nhơn (xem chi tiết dự án)
"THE SAILING QUY NHƠN – KỲ QUAN MẶT BIỂN, THIÊN ĐƯỜNG TRẢI NGHIỆM TƯ VẤN BOOKING GIỮ CHỖ!","💥 💥 💥THE SAILING QUY NHƠN – KỲ QUAN MẶT BIỂN, THIÊN ĐƯỜNG TRẢI NGHIỆM 🌈 🌈 🌈

💫💫GIÁ CHỈ 1TỶ8/Căn Hộ 
 ️
🏅Mang thương hiệu 5 sao Wyndham từ Tập đoàn khách sạn hàng đầu thế giới.

📌 Vị trí: Giao lộ 3 mặt tiền đường LÊ DUẨN – VŨ BẢO – NGUYỄN TƯ bao trọn cảnh sắc vịnh Quy Nhơn.
        ☘️Một bước chân NGÀN tiện ích☘️
🌟 Quy mô – Loại hình phát triển: Gồm 2 tòa tháp

✔️Toà tháp Wyndham Sailing Bay Resort Quy Nhơn: 36 tầng
✔️Toà tháp The Sailing: 41 tầng

🌟 Diện tích căn hộ đa dạng với đầy đủ các loại hình: 

➡ Loại 1 PN: 44 – 50m2 
➡ Loại 2 PN: 60 -80m2
➡ Loại 3 PN: 82 -90m2 
➡ Penthouse: 250 - 300m2

📘 Pháp lý vững vàng, sổ hồng lâu dài

👉 Chỉ 10% ký hợp đồng mua bán
👉 Thanh toán nhỏ giọt 
👉 Ngân hàng hỗ trợ 70%, 0% lãi suất trong 24 tháng
📌 Dự án đã lên tới tầng 7
-------Thông tin liên hệ:
#THE_SAILING_QUYNHƠN 
#CanHoCaoCapQuyNhon
☎ Liên hệ Chuyên viên Kinh Doanh về dự án THE SAILING  tại Quy Nhơn:
 Hotline:","Giá:   1,8 tỷ ",Diện tích:   50 m2,"Địa chỉ tài sản: Đường Lê Duẩn, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Bình Định",Mã tin10937040Hướng_Phòng ănLoại tinCần bánĐường trước nhà---Nhà bếpLoại BDSCăn hộ chung cưPháp lý---Sân thượngChiều ngang---Số lầu41Chổ để xe hơiChiều dài---Số phòng ngủ1Chính chủ---Thuộc dự ánCăn hộ chung cư I-Tower Quy Nhơn (xem chi tiết dự án)
"Phú Tài Residence Quy Nhơn: chỉ 25% nhận nhà về ở ngay, miễn lãi và gốc 12 tháng",None,"Giá:   1,45 tỷ ",Diện tích:   52 m2,"Địa chỉ tài sản: Đường Lê Đức Thọ, Phường Hải Cảng, Thành phố Quy Nhơn, Bình Định",Mã tin9902933Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSCăn hộ chung cưPháp lý---Sân thượng---Chiều ngang---Số lầu33Chổ để xe hơi---Chiều dài---Số phòng ngủ2Chính chủ---Thuộc dự ánCăn hộ chung cư Phú Tài Residences (xem chi tiết dự án)
"Chủ Ngộp Bán Nhanh Dãy trọ 136m2 (6 phòng) Âu Cơ, Bùi Thị Xuân","Bán Nhà Trọ hẻm cạn Âu cơ, Kv1, P.Bùi Thị Xuân , cách lộ lớn 50m
+ Gần chợ Phú Tài, UBND, gần trường, gần Khu Công Nghiệp Phú tài...
+ Diện tích: 136m2 Ngang6,1m - Giá 1ty xxx
+ Hiện trạng gồm 6 Phòng(Đang thuê kín), có sân phơi, sân để xe riêng...
Khách thiện chí liên hệ e dẫn xem Nhà thương lượng chốt nhanh ạ: zalo 0358","Giá:   1,38 tỷ ",Diện tích:   136 m2,"Địa chỉ tài sản: Đường Âu Cơ, Phường Bùi Thị Xuân, Thành phố Quy Nhơn, Bình Định","Mã tin10354132Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà3mNhà bếp---Loại BDSPhòng trọ, nhà trọPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang6,05mSố lầu---Chổ để xe hơi---Chiều dài---Số phòng ngủ6Chính chủ---"
THE SALLING QUY NHƠN CHỈ TỪ 450 TRIỆU,"Đầu tư ""NHẸ VỐN"" - Thanh toán ""NHẸ TÊNH"" - Quản lý ""NHẸ ĐẦU"" với THE SAILING QUY NHƠN
💹 Quản lý dòng tiền cho căn hộ nghỉ dưỡng luôn là vấn đề khiến nhà đầu tư bận tâm. Nhưng tại The Sailing Quy Nhơn, những “thượng đế” sẽ không cần lo lắng về điều đó nhờ chính sách bán hàng cực hấp dẫn.    
💰 ĐẦU TƯ NHẸ VỐN: Chỉ cần thanh toán trước 10%, tương đương khoảng … sẽ được sở hữu ngay căn hộ nghỉ dưỡng 5 sao ven biển trung tâm thành phố.
💸  THANH TOÁN NHẸ TÊNH: Tiến độ thanh toán linh hoạt lên tới 15 đợt, ngân hàng hỗ trợ vay tới 70%, lãi suất 0% tới khi nhận bàn giao căn hộ. Khách hàng không sử dụng chính sách hỗ trợ lãi suất sẽ được chiết khấu ngay 5%. Bên cạnh đó, chiết khấu 8% cho khách hàng thanh toán sớm 95% GTCH và chiết khấu 5% cho khách hàng thanh toán sớm 70% GTCH.
✍️ QUẢN LÝ NHẸ ĐẦU: Được quản lý vận hành bởi thưởng hiệu Vina2.2 – Đơn vị vận hành 20 tòa nhà lớn khắp cả nước giúp chủ sở hữu nhẹ đầu khi quản lý. Đặc biệt, khách hàng hưởng lợi kép: vừa được hỗ trợ chia sẻ lợi nhuận khai thác vận hành tương đương 8% giá trị căn hộ, đồng thời vẫn được chia sẻ 50/50 doanh thu khai thác vận hành từ chủ đầu tư - mức chia sẻ lợi nhuận siêu hấp dẫn trên thị trường. 
🎁 Bên cạnh đó, chủ đầu tư cũng đang tung chính sách quà tặng cực hấp dẫn với tổng giá trị giải thưởng lên tới hàng trăm tỷ.
Số lượng có hạn - Nhanh tay sở hữu ngay hôm nay!
--------------
THE SAILING QUY NHƠN 
💥 Tổ hợp tòa tháp căn hộ nghỉ dưỡng biển đẳng cấp 5 sao
💥 Tọa lạc trên nút giao 3 mặt tiền phố Lê Duẩn - Nguyễn Tư - Vũ Bảo","Giá:   1,7 tỷ ",Diện tích:   70 m2,"Địa chỉ tài sản: Đường Vũ Bảo, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Bình Định",Mã tin11003543HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà20mNhà bếp---Loại BDSCăn hộ chung cưPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang4mSố lầu43Chổ để xe hơi---Chiều dài15mSố phòng ngủ2Chính chủ---Thuộc dự ánCăn hộ chung cư I-Tower Quy Nhơn (xem chi tiết dự án)
"Mở bán chính thức dự án The Sailing - thành phố Quy Nhơn, giá chỉ từ 1,7 tỷ/ căn","Chính thức mở bán căn hộ Homecation đầu tiên tại Quy Nhơn.
The Sailing Quy Nhơn Kiệt tác thăng hoa giữa biển trời khoáng đạt.
Chỉ cần 450 tr đã sở hữu ngay 1 căn Chung cư View Biển.
Chia sẻ doanh thu 50 - 50.
Tặng 150 đêm nghỉ dưỡng sang trọng.
Chỉ cần đóng 10% GTCH ký Hợp đồng mua bán.
Ngân hàng hỗ trợ vay 70% GTCH, hưởng lãi suất 0% đến khi có thông báo bàn giao.
Căn hộ.
The Sailing Quy Nhơn Căn hộ Homecation đầu tiên tại Quy Nhơn mang dấu ấn.
Quốc tế Wyndham, dễ dàng tận hưởng kỳ nghỉ dưỡng trọn vẹn ngay tại căn hộ của gia.
Đình.
Vị trí độc tôn nơi trái tim phố biển, gần Quảng trường trung tâm thành phố.
Phong cách thiết kế nội thất Địa Trung Hải bừng sức sống trong từng không gian căn hộ.
5 tầng Trung tâm thương mại lớn nhất thành phố, nơi hội tụ những thương hiệu toàn.
Cầu.
Sở hữu lâu dài cho giá trị sinh lời truyền đời tiếp nối, pháp lý rõ ràng an tâm đầu tư.
Tỷ lệ lấp đầy phòng tối đa với bảo chứng Wyndham, thương hiệu quản lý và vận hành.
Khách sạn hàng đầu thế giới.
Sẵn sàng cháy công suất bùng nổ cùng mùa du lịch sau giãn cách.
----------
The Sailing Quy Nhơn Sống như nghỉ dưỡng.
Tổ hợp tòa tháp căn hộ Homecation đẳng cấp 5 sao.","Giá:   1,7 tỷ ",Diện tích:   46 m2,"Địa chỉ tài sản: Đường Lê Duẩn, Phường Lý Thường Kiệt, Thành phố Quy Nhơn, Bình Định",Mã tin11001877HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSCăn hộ chung cưPháp lýGiấy phép XDSân thượng---Chiều ngang---Số lầu41Chổ để xe hơi---Chiều dài---Số phòng ngủ1Chính chủ---
"Bán đất đấu giá khu dân cư Định Công, Hoài Mỹ","Bán 2 lô đất liền kề khu đấu giá tái định cư ở Định Công, Hoài Mỹ, Hoài Nhơn, Bình Định. Tổng diện tích 2 lô là 334m². Giá bán 1ty070tr. Gần khu dân cư, trường học, gần chợ. Đường rộng to thoáng mát. Thích hợp cho vc ra riêng, xây nhà kho, mở quán.","Giá:   1,07 tỷ ",Diện tích:   334 m2,"Địa chỉ tài sản: Xã Hoài Mỹ, Huyện Hoài Nhơn, Bình Định","Mã tin10993139HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà3,5mNhà bếp---Loại BDSĐất thổ cư, đất ởPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang12mSố lầu---Chổ để xe hơi---Chiều dài27mSố phòng ngủ---Chính chủ---"
"Đất ven biển 5x16m SHR từng nền, ngân hàng hỗ trợ 65% k gốc lãi","- Tên dự án: Nhơn Hội New City.
- Vị trí: Mặt tiền Quốc Lộ 19B, Ngã 4 Nhơn Lý, cửa ngõ vào Resort Nghỉ dưỡng 5* FLC, khu kinh tế Nhơn Hội, TP. Quy Nhơn, tỉnh Bình Định.
- Chủ đầu tư: Công ty CP Phát triển Bất động sản Phát Đạt và DKRH.

Sản phẩm:
+ Đất liền kề: Diện tích 5x16m.
+ Đất liền kề thương mại: Diện tích 7x18m.
+ Đất biệt thự sinh thái.
- Xây dựng: Không giới hạn thời gian xây dựng.
- Tiện ích: Trường mầm non, trường tiểu học, trường THCS, trung tâm y tế, quảng trường biển, khu công viên, trung tâm mua sắm...

- Giá: Chỉ từ 1.7 tỷ (đã VAT).
- Pháp lý hoàn chỉnh: Quyết định phê duyệt quy hoạch phát triển khu đô thị sinh thái & du lịch, bản thiết kế 1/500, sổ đỏ từng nền.
- Thời gian bàn giao nền: Nhận ngay.
- Thời gian nhận sổ: Sau khi nhận bàn giao nền 30 - 45 ngày (theo quy định nhà nước).
- Thanh toán: Trong vòng 22 tháng (đợt 1: 15%).",Giá:   980 triệu ,Diện tích:   80 m2,"Địa chỉ tài sản: Quốc Lộ 19B, Phường Nhơn Lý, Thành phố Quy Nhơn, Bình Định","Mã tin10908007Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà20mNhà bếp---Loại BDSĐất nền, liền kề, đất dự ánPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang---Số lầu---Chổ để xe hơi---Chiều dài---Số phòng ngủ---Chính chủ---Thuộc dự ánKhu đô thị mới Nhơn Hội New City (xem chi tiết dự án)"
Bán lô đất chính chủ 2 mặt đường,"Bán lô góc 2 mặt đường nằm trục đường lớn phạm hùng, cửu lợi đông, tam qua nam. Diện tích 162m² full thổ cư. Cách đường 639 100m². Khu dân cư đông đúc. Thuận lợi mở quán. Gần biển, gần trường, có dự án mở khu du lịch biển cách.","Giá:   1,3 tỷ ",Diện tích:   162 m2,"Địa chỉ tài sản: Xã Tam Quan Nam, Huyện Hoài Nhơn, Bình Định","Mã tin10937199HướngĐông NamPhòng ăn---Loại tinCần bánĐường trước nhà10mmNhà bếp---Loại BDSĐất thổ cư, đất ởPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang6mSố lầu---Chổ để xe hơi---Chiều dài27mSố phòng ngủ---Chính chủ---"
BOOKING CĂN HỘ PHÚ TÀI CENTRAL LIFE GIÁ RẺ NHẤT TẠI QUY NHƠN,"☘️☘️ PHÚ TÀI CENTRAL LIFE ☘️☘️
📣📣 THÔNG BÁO BOOKING GIỮ CHỖ DỰ ÁN PHÚ TÀI CENTRAL LIFE
🔰 Bắt đầu nhận giữ chỗ: 24/05/2022
🔰 KH đã vào tiền giữ chỗ sẽ được ưu tiên chọn căn theo STT từ thấp đến cao (theo thời gian quy định) khi CĐT ra giỏ hàng.
🔰 Số tiền booking:
🔺 50 tr/STT/Căn hộ
🔺100 tr/STT/Căn hộ chức năng 
Liên hệ SĐT để được tư vấn trực tiếp",Giá:   900 triệu ,Diện tích:   42 m2,"Địa chỉ tài sản: Đường Hoàng Văn Thụ, Phường Quang Trung, Thành phố Quy Nhơn, Bình Định",Mã tin10915899Hướng_Phòng ănLoại tinCần bánĐường trước nhà---Nhà bếpLoại BDSCăn hộ chung cưPháp lý---Sân thượngChiều ngang---Số lầu25Chổ để xe hơiChiều dài---Số phòng ngủ1Chính chủ---Thuộc dự ánCăn hộ chung cư Phú Tài Residences (xem chi tiết dự án)
BÁN ĐẤT 5 lô ĐẤT KHU GẦN CHỢ BỒ ĐỀ DT 750M2 NGANG 37.5M Thị Trấn Tuy Phước,"BÁN ĐẤT 5 lô ĐẤT KHU GẦN CHỢ BỒ ĐỀ DT 750M2 NGANG 37.5M Thị Trấn Tuy Phước

+ Hiện trạng: đất trống

+ Diện tích: 750m2, ngang 37.5mx20m

+ Pháp lý: Sổ đỏ

+ hướng: Tây Nam

+ Giá bán: 14 tỷ 500tr có thương lượng

+ Có thể bán lẻ từng lô DT 150 m2(7.5x20) hay từng cặp 300m2(15x20)

+ Vị trí đắt địa bên chợ Bồ Đề, đối diện biệt thự nhà Minh Dư, sau đồng ruộng thoáng mát, gần quốc lộ 19,

+ Cách khu dự án đại phú gia 3km, Cách biển quy nhơn 10km, tiệc di chuyển đến các khu du lịch quy nhơn, kỳ co, Merryland quy nhơn…

+ khu kinh doanh nhà nghỉ, khách sạn, karaoke, caffe…

+ Vị trí: Thị Trấn Tuy Phước, huyện Tuy Phước, tỉnh Bình Định","Giá:   14,5 tỷ ",Diện tích:   750 m2,"Địa chỉ tài sản: 00 Đường Nguyễn Nhạc, Thị trấn Tuy Phước, Huyện Tuy Phước, Bình Định","Mã tin11024217HướngĐông NamPhòng ănLoại tinCần bánĐường trước nhà16mNhà bếpLoại BDSĐất thổ cư, đất ởPháp lýSổ hồng/ Sổ đỏSân thượngChiều ngang37mSố lầu---Chổ để xe hơiChiều dài20mSố phòng ngủ---Chính chủ---"
"CHÍNH CHỦ CẦN BÁN NHÀ HẺM 829 ĐƯỜNG HÙNG VƯƠNG, TP QUY NHƠN, BÌNH ĐỊNH","Cần bán nhà ở hẻm caffe Thanh Trực tại địa chỉ: Hẻm 829 Hùng Vương, TP Quy Nhơn, tỉnh Bình Định.
- Diện tích: 53 m2 
- Chiều ngang 5m, chiều dài 9,2m
- Sổ đỏ chính chủ
- Nhà kiên cố gồm: phòng ngủ, WC, phòng khách, bếp rộng rãi, thoáng mát.
- Đường trước nhà rộng 4m.
- Khu vực dân cư đông, an ninh ổn định.
- Gần trường tiểu học và trung học cở sở Nhơn Phú. Gần chợ và nhiều tiện ích xung quanh...thuận tiện giao thông đi lại.
- Giá bán: 1,1 tỷ - có thương lượng
Liên hệ SDT chính chủ: anh Vinh - 0914.439.099 hoặc sinh 0888.341.627.","Giá:   1,1 tỷ ",Diện tích:   53 m2,"Địa chỉ tài sản: Đường Hùng Vương, Thành phố Quy Nhơn, Bình Định",Mã tin10886106Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSNhà trong hẻmPháp lý---Sân thượng---Chiều ngang---Số lầu---Chổ để xe hơi---Chiều dài---Số phòng ngủ---Chính chủ---
"BÁN NHÀ MT 60 CAO BÁ QUÁT, TP QUY NHƠN, BÌNH ĐỊNH","Bán nhà 60 Cao Bá Quát, TP Quy Nhơn, Bình Định
DT 68m2 (4,6m x 15m).
Nhà 2 mê, gần chợ Đầm, gần hồ sinh thái Đống Đa, kdc đông đúc.
Sổ đỏ chính chủ
Giá bán 4 tỷ 300 triệu
Liên hệ 0988.808.780","Giá:   4,3 tỷ ",Diện tích:   68 m2,"Địa chỉ tài sản: Đường Cao Bá Quát, Thành phố Quy Nhơn, Bình Định","Mã tin10955618Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSNhà mặt tiềnPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang4,6mSố lầu2Chổ để xe hơi---Chiều dài15mSố phòng ngủ---Chính chủ"
"BÁN ĐẤT LÔ 17 ĐƯỜNG THÀNH THÁI NỐI DÀI, KĐT AN PHƯỚC, TP QUY NHƠN","Bán đất lô 17 đường Thành Thái nối dài, KĐT An Phước, TP Quy Nhơn.

Diện tích 88m2 (5m x 17,5m). Hướng Đông Bắc, lộ giới 20m.

Giá bán 5 tỷ 300 triệu

Liên hệ 0988.808.780
","Giá:   5,3 tỷ ",Diện tích:   88 m2,"Địa chỉ tài sản: Đường Thành Thái, Thành phố Quy Nhơn, Bình Định","Mã tin10955624Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSĐất thổ cư, đất ởPháp lý---Sân thượng---Chiều ngang5mSố lầu---Chổ để xe hơi---Chiều dài17,5mSố phòng ngủ---Chính chủ---"
"CẦN BÁN NHÀ MẶT TIỀN 354 ĐƯỜNG TÂY SƠN, TP QUY NHƠN, BÌNH ĐỊNH","Cần bán nhà mặt tiền 354 đường Tây Sơn đối diện gara Quyền), phường Quang Trung, TP Quy Nhơn.

Diện tích 95m2 (5x19). Sổ đỏ chính chủ

Khu đông đúc sầm uất bậc nhất Quy Nhơn, gần chợ, siêu thị...thích hợp ở và kinh doanh.

Giá bán 6,8 tỷ

Liên hệ  SĐT 0903.541.089","Giá:   6,8 tỷ ",Diện tích:   95 m2,"Địa chỉ tài sản: Đường Tây Sơn, Phường Quang Trung, Thành phố Quy Nhơn, Bình Định",Mã tin10818168Hướng_Phòng ăn---Loại tinCần bánĐường trước nhà---Nhà bếp---Loại BDSNhà mặt tiềnPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang5mSố lầu---Chổ để xe hơi---Chiều dài19mSố phòng ngủ---Chính chủ
Căn Hộ Hạng Sang Pháp Lý Lâu Dài tại Tp. Quy Nhơn. Đạt chuẩn hạng A theo Bộ Xây Dựng,None,Giá:   40 triệu / m2  ,Diện tích:   64 m2,"Địa chỉ tài sản: 145A Đường Trần Hưng Đạo, Phường Lê Lợi, Thành phố Quy Nhơn, Bình Định",Mã tin10989128Hướng_Phòng ănLoại tinCần bánĐường trước nhà---Nhà bếpLoại BDSCăn hộ chung cưPháp lýSổ hồng/ Sổ đỏSân thượng---Chiều ngang---Số lầu29Chổ để xe hơiChiều dài---Số phòng ngủ2Chính chủ---Thuộc dự ánCăn hộ chung cư Simona Heights (xem chi tiết dự án)
